ID HP MP STR INT CST
00776 17817 15437 21921 03946 63847
00777 37156 30226 70180 13435 15930
00778 44285 38489 41825 67887 07212
00779 38520 59726 38592 24934 76362
00780 31221 88113 70630 75069 18260
00781 10968 90692 51417 14251 42181
00782 53491 53212 90777 23748 50663
00783 54891 70892 85076 02343 51768
00784 21835 50088 29647 41065 58148
00785 82049 23953 37022 70536 70563
00786 07503 17499 78818 70099 89251
00787 02017 80156 01042 27783 62836
00788 44323 72977 99299 35160 92588
00789 45157 72055 23289 69783 33126
00790 42767 12910 93993 10377 34259
00791 10592 30327 76526 67641 87484
00792 24410 76564 44776 70977 90392
00793 32495 84163 48527 73517 19810
00794 64673 83714 27429 74468 99232
00795 04069 32506 06283 44689 37543
00796 01678 78153 20616 00905 76934
00797 04906 14617 66070 94380 11091
00798 54432 61929 00074 52098 95959
00799 20115 94123 24102 27484 54826
00800 05404 36187 18363 30268 99285
00801 86235 82145 64387 96952 10235
00802 26667 33724 34423 09157 71832
00803 77565 80021 19282 70391 04239
00804 19664 26911 15533 35945 69685
00805 78281 70203 25495 55252 88754
00806 64466 07462 02947 66116 00443
00807 55516 04735 04429 21279 16358
00808 74847 35015 90215 52212 03882
00809 81168 02141 38658 65168 46456
00810 99648 10015 63374 12550 98479
00811 73013 86562 75460 16127 92463
00812 59783 66148 01638 71602 79440
00813 54827 10196 29077 45436 28092
00814 61256 75071 81773 64174 97632
00815 54436 77350 36325 80004 04291
00816 99069 63117 39778 78750 81560
00817 22736 88249 67077 63555 98692
00818 84901 62876 86996 28053 79018
00819 18481 48810 83394 69000 16380
00820 79107 59607 45504 68891 26867
00821 92812 39114 88800 36720 72973
00822 08013 54431 32534 77130 94186
00823 71717 86075 22981 37353 91267
00824 72812 59395 82205 24289 99137
00825 16906 85650 42157 50567 29991
00826 27417 71492 79608 83150 23586
00827 97816 19089 49084 87717 72250
00828 38608 72618 38494 79397 57440
00829 66491 27605 18878 12423 36831
00830 25467 27833 15131 86758 91566
00831 83006 79210 21594 73368 58591
00832 20139 53603 01678 11041 34444
00833 11030 90338 87615 20488 29690
00834 91046 89167 67155 53733 46622
00835 54557 59752 02624 77124 27962
00836 25983 27840 58335 85897 67147
00837 42057 24047 43972 02328 95903
00838 72614 86883 88003 17414 64902
00839 03843 59035 85279 93123 87104
00840 28459 81608 99610 19456 91646
00841 98383 77182 67264 68526 48691
00842 72948 41415 30046 04004 29958
00843 50351 64101 89902 75293 66867
00844 43183 49554 47458 12414 01907
00845 54681 60777 09779 20579 38389
00846 53781 92128 84740 99295 37040
00847 54696 22265 47278 80724 86855
00848 08046 57104 31238 54873 35165
00849 30705 70784 58424 33355 50958
00850 22191 28627 97205 45546 62670
00851 99131 90237 03117 79690 89278
00852 66231 12661 33767 11785 12943
00853 05932 32816 05826 53562 38481
00854 64192 14473 25437 31002 06273
00855 84668 12351 69101 63592 52588
00856 25680 64389 46389 88087 27352
00857 84406 46220 81495 13862 27523
00858 99389 38734 90508 26254 72417
00859 78170 25820 44129 85376 04998
00860 27899 02008 34983 87362 99249
00861 81257 42354 56843 90230 12261
00862 73366 58205 46785 67114 79730
00863 65077 03547 56205 67428 30018
00864 74730 19197 31088 11575 16777
00865 00507 14320 12726 35460 19124
00866 60800 45160 81086 41835 53966
00867 99469 36947 32227 16707 48972
00868 85046 41953 92966 43472 52547
00869 24357 65919 29699 49061 67018
00870 90614 33616 90705 61482 80980
00871 36324 34541 28229 96827 59802
00872 26694 04564 21813 28624 51754
00873 96521 47221 62083 98245 94576
00874 61334 27105 64957 19356 44315
00875 61774 50082 83769 35700 99541
00876 95418 39029 15103 31879 33907
00877 61420 74670 28867 96859 49854
00878 39789 45730 07689 39890 07007
00879 39246 97461 81285 57646 62265
00880 41291 32040 52279 07121 28206
00881 53775 05828 00408 97163 46716
00882 37090 24906 77473 63091 36904
00883 00261 56464 32159 56091 08510
00884 92445 16245 44201 41442 64166
00885 01813 85990 01741 74082 44245
00886 37861 01584 33361 77729 25806
00887 11159 19200 84140 91888 19120
00888 88582 07627 01148 36717 60749
00889 04698 09144 43057 26221 11045
00890 83300 78933 16981 91603 91715
00891 06227 92986 28270 94462 75915
00892 00968 32263 45073 72545 13668
00893 58172 48349 84700 80840 16386
00894 82097 26371 34520 54398 02277
00895 86633 72932 90829 91401 06455
00896 89761 69745 59784 09211 40916
00897 76840 20269 37022 92317 43334
00898 49998 69018 41510 88899 31651
00899 25090 00116 37191 14994 85202
00900 48215 86396 21629 49817 53094
00901 62304 76048 32399 37939 10021
00902 42532 99647 62351 63569 00944
00903 50860 58091 20245 99046 12118
00904 62331 82786 14464 72779 55232
00905 18635 91655 18830 57930 65770
00906 33314 98510 06835 71356 24341
00907 88188 44057 80028 84401 81290
00908 31378 65379 48696 14630 46772
00909 69145 52953 69015 41670 25838
00910 03247 78422 72417 99451 36535
00911 82260 97165 25883 56712 13351
00912 95468 38335 34980 15032 69359
00913 79816 74632 31847 62830 63405
00914 88324 73122 89512 57944 26763
00915 98779 46713 12104 27633 80872
00916 69573 86093 14631 53914 85487
00917 92514 02888 50251 89788 07602
00918 38389 95615 68485 03919 95855
00919 02925 60541 76767 66314 53540
00920 58496 29679 67813 49420 11600
00921 33258 74431 43874 62483 13850
00922 21498 04016 81940 79568 72192
00923 68462 61728 74034 80967 93194
00924 99656 04299 19028 18105 97603
00925 26325 17464 05016 45460 62667
00926 65529 01063 98687 03668 26329
00927 90505 77706 26639 78684 53584
00928 38405 76732 98268 16344 86467
00929 07439 99091 75040 18892 31926
00930 75575 18354 05495 60177 32907
00931 12721 91345 77524 90577 15127
00932 73358 42331 40083 56080 92696
00933 22988 94163 04728 77800 54743
00934 79849 85455 62870 72996 84073
00935 82937 21862 38317 66524 71609
00936 09671 92007 23765 88942 26186
00937 55048 75526 14557 85589 87730
00938 08703 23472 64183 84831 04039
00939 48187 43616 22445 52861 63287
00940 62854 11759 46460 49702 77244
00941 90799 27514 64457 92982 54980
00942 22586 01001 77243 78401 67723
00943 16680 20041 62547 24417 94155
00944 47810 55417 80367 73553 35446
00945 70303 26469 61944 75608 12831
00946 93309 56796 85582 77193 20312
00947 05941 61669 39020 49665 35218
00948 96728 22671 97264 00294 93307
00949 38471 75447 53761 93701 78829
00950 76382 48723 33618 13499 41454
00951 16947 36549 25484 06337 93674
00952 36154 10815 93464 96043 16035
00953 44354 73772 88023 61047 74311
00954 53307 85159 90297 77714 99610
00955 27462 77697 59612 48887 94486
00956 09863 34942 28528 47651 31027
00957 79262 79743 98195 76175 05591
00958 30099 33773 68240 51090 25837
00959 59345 17001 53405 22266 14407
00960 72370 50890 04449 66132 95859
00961 53602 05560 34009 49282 09438
00962 62994 61883 47909 32894 16109
00963 88565 94954 21311 43356 08810
00964 23942 37060 87108 02646 59132
00965 03560 12187 59337 91639 66643
00966 72828 36752 32839 16888 65373
00967 75133 57948 59860 10756 93748
00968 89645 65718 72925 40448 50862
00969 44499 47816 27384 25172 29343
00970 96013 72124 06286 78363 66758
00971 45331 90474 39547 40664 01526
00972 08719 40915 74395 52827 73904
00973 30386 87727 28262 06566 31293
00974 87459 87531 77499 73799 29304
00975 32943 71763 80185 62800 61141
00976 61956 39424 14312 25439 70991
00977 63565 10284 83157 65427 03790
00978 68371 75764 87023 00523 88197
00979 49874 66368 56292 65505 82228
00980 87713 22178 14404 89538 09968
00981 10721 43012 39469 35309 31524
00982 05408 12157 05402 27441 45218
00983 76541 90142 83867 44260 01188
00984 90417 24570 53747 07555 50581
00985 63283 16872 47110 22035 37271
00986 66112 30485 73404 60879 27250
00987 16947 01067 83117 89270 95527
00988 25322 21252 24361 67334 33663
00989 84756 59094 97282 21809 41868
00990 40742 38351 56786 88934 21148
00991 20390 58242 24324 26464 36302
00992 01441 78798 20221 16248 47165
00993 74682 91146 31540 75637 70222
00994 74013 58411 09076 07846 47800
00995 70182 76633 62279 78104 54633
00996 11312 94044 83357 01348 69585
00997 16526 74595 15187 68003 33955
00998 22410 54818 17678 67772 15279
00999 82702 50117 19581 65776 03549
01000 73292 37247 32067 85369 02575
01001 36233 97121 68843 90878 87926
01002 21882 02305 52993 71323 97194
01003 33308 35362 31248 87038 64161
01004 94361 50652 95512 67334 20719
01005 85022 59771 40863 81220 15980
01006 89436 35618 08597 01008 00816
01007 22557 45503 91013 21981 97904
01008 55200 49618 58377 77210 48046
01009 63553 38066 16517 02359 50971
01010 33203 63157 89456 44487 80094
01011 56203 69784 97345 99020 04606
01012 88657 27018 65867 75784 27585
01013 30645 70661 71271 94967 37108
01014 39506 03267 50153 24359 09029
01015 49151 69737 38110 89793 47822
01016 97684 10011 76579 87098 18572
01017 51313 72267 74970 66092 50481
01018 87683 55160 03714 63868 59189
01019 13011 73680 52187 43265 42606
01020 37007 10595 36442 50627 60458
01021 25233 68805 52521 18156 64175
01022 53430 68118 15482 67844 16931
01023 52844 08461 08758 82143 17641
01024 64983 56631 27518 72818 29486
01025 55658 52420 68522 21830 75530
01026 61183 93326 93416 44594 15342
01027 65177 86533 97980 58082 81588
01028 06300 74995 28975 58204 68661
01029 25908 53678 73860 33184 42905
01030 51068 97786 98417 73560 31181
01031 11677 56387 25899 11516 80323
01032 65470 02987 98962 89861 81014
01033 59647 13079 16144 36956 46909
01034 09518 78857 43988 21730 58388
01035 49808 09523 07756 93588 51616
01036 02771 95214 88998 35863 23231
01037 27308 90986 15607 77386 00698
01038 40352 67826 78538 72159 20936
01039 25581 78898 13416 24748 64564
01040 33211 04319 48214 21299 79318
01041 81046 36399 54149 65394 41501
01042 38386 87483 84870 22468 18293
01043 91860 31959 86679 62363 48930
01044 92830 87840 71240 04310 22706
01045 13759 13680 56518 86131 34583
01046 07990 70500 36075 88327 24886
01047 78793 24093 38007 18641 52853
01048 31794 35350 73401 89119 36385
01049 46730 00066 04537 83784 47246
01050 92888 30546 97900 01312 48952
01051 10044 69490 32058 83829 49236
01052 13919 28430 52491 67833 01298
01053 01922 55157 05037 85218 10552
01054 96162 36375 23647 96268 57516
01055 60066 53936 41422 73063 00164
01056 86526 13891 84224 35017 97455
01057 99361 67940 63303 52211 18290
01058 71597 53882 18397 77552 81298
01059 15385 70168 70220 26202 74678
01060 64791 66440 30729 01844 54979
01061 56399 84483 68078 51997 08820
01062 14077 69199 26167 49911 48329
01063 82185 43827 18946 28216 53870
01064 64858 58864 62216 11410 34357
01065 03428 78862 97908 34188 71606
01066 21443 00145 33275 02971 51046
01067 73156 02100 00438 69510 58377
01068 37797 66003 46088 76248 61640
01069 93864 52521 77935 28994 75784
01070 96255 24392 55986 20521 40905
01071 23462 50847 83048 70464 92688
01072 31328 94705 53891 35729 07069
01073 67599 55629 85866 69559 72168
01074 65060 52072 80134 21043 55762
01075 77918 40217 97626 65648 45802
01076 61591 40717 34770 09039 47516
01077 80177 09900 12939 11378 81248
01078 53425 59493 12866 65346 50337
01079 28846 39064 99684 60644 74190
01080 75243 13323 90340 49081 95233
01081 04438 95590 60547 85495 46202
01082 63256 67681 32624 35925 02024
01083 95162 75607 08090 04364 60421
01084 49702 56914 88555 26502 28103
01085 27762 11584 22824 33269 52862
01086 91376 62675 48199 35461 18143
01087 91336 75797 00141 25587 01433
01088 19434 76403 57253 76914 38889
01089 96830 88262 84461 64255 75034
01090 00142 89825 57620 38636 43841
01091 37906 51961 29177 77354 18369
01092 46762 32982 90498 12617 17676
01093 19155 42925 70438 43223 99184
01094 82261 74435 04701 99171 25821
01095 46876 83172 64607 89596 90569
01096 98135 32644 35973 96517 34733
01097 19484 79875 80641 37926 88541
01098 35525 23275 72045 73294 77215
01099 70685 00169 50046 95975 83893
01100 73527 53862 26649 43456 43707
01101 16105 11521 61717 62375 98050
01102 90055 32321 54896 06281 77943
01103 02268 64057 95558 45730 60059
01104 83764 82703 33985 94200 98582
01105 35140 01795 07104 56901 91913
01106 59062 30410 23367 98080 90724
01107 01963 12675 26891 63621 36351
01108 03264 80772 32914 95085 91512
01109 65812 14382 33710 72949 14808
01110 84723 55286 39419 59934 55684
01111 15634 45779 51727 03337 42381
01112 29903 26019 81605 71971 18395
01113 06627 58220 32183 71360 59718
01114 02594 08706 15534 71310 44822
01115 72716 84839 55241 05913 60591
01116 98124 44978 45811 08545 11231
01117 66817 35348 38253 72482 53476
01118 36777 58171 28672 05865 14828
01119 53172 73569 06983 99351 10763
01120 43209 13197 80314 03165 88973
01121 79628 30117 84098 06410 17501
01122 65110 72932 90783 21774 87566
01123 28931 06503 83806 09337 28413
01124 99226 73338 47782 03302 02070
01125 05171 88941 70646 51462 38366
01126 72063 27426 44336 61217 40117
01127 66914 91923 55709 05644 80301
01128 63422 94301 83765 52631 08450
01129 17251 03075 40942 60440 96870
01130 66288 06626 59005 69082 45140
01131 76325 99158 16449 93614 55172
01132 45205 70204 43093 72230 55502
01133 17222 29970 62097 49268 60976
01134 27874 09626 44877 20560 43078
01135 63480 88857 09143 46479 32415
01136 36214 30319 99656 95610 75357
01137 04172 07285 33425 01713 25558
01138 81811 32955 04095 21783 01394
01139 65216 43659 42629 60768 57058
01140 56985 07157 15131 72629 28960
01141 07258 76015 64840 55608 86131
01142 65411 83595 86287 10665 49628
01143 25995 35127 19324 46357 91046
01144 55438 91651 50954 18730 60710
01145 15034 43060 95823 02257 45597
01146 49442 75067 63092 63225 29966
01147 33821 93952 02927 91797 32470
01148 94559 69101 64029 83683 08042
01149 63099 10481 56750 36235 09654
01150 92430 25895 75273 52141 24451
01151 49542 46297 22585 10120 70780
01152 21101 88106 72234 79725 79330
01153 65318 77134 38466 71380 75463
01154 83471 63542 88549 57610 94284
01155 18986 01794 65872 14444 95198
01156 80155 08040 42506 45219 14849
01157 89920 40000 73106 72369 94465
01158 52460 20908 76788 23000 64337
01159 72565 73850 10969 89905 81912
01160 90957 07986 66994 53765 08040
01161 79178 52438 22204 10705 99278
01162 88926 77457 52084 28752 63779
01163 86730 36056 12307 10723 92258
01164 15047 81379 17273 12612 34878
01165 33403 44738 33573 60197 32359
01166 46604 27370 46352 01327 18259
01167 24109 06040 09763 85858 57716
01168 95841 95631 09577 74852 95798
01169 36844 75680 31218 74818 20283
01170 39418 87076 31173 16152 89811
01171 75642 97113 34181 49721 80780
01172 40465 07765 72044 57082 85941
01173 74751 14926 17936 73799 99220
01174 18178 93994 33337 73114 69119
01175 70737 86104 19639 86422 16604
01176 55889 65683 20670 13375 05745
01177 03887 21113 32436 73984 02841
01178 88639 14763 34916 95114 03258
01179 34758 41514 17032 56901 61784
01180 93145 57069 04169 85805 02177
01181 98497 63701 47589 14810 54320
01182 58549 14100 66220 17217 19726
01183 87893 00121 01267 48127 02359
01184 40855 16260 16894 25111 45849
01185 96583 15589 66046 00915 25797
01186 88167 03846 25905 38325 69205
01187 20425 79137 89488 27579 60327
01188 88775 35466 86144 18268 27797
01189 65125 89535 63761 48599 44850
01190 49706 63840 62661 21957 14191
01191 10632 46061 77418 05772 12381
01192 65987 24724 32252 96909 85336
01193 28440 79903 00075 94546 28154
01194 92355 06086 48155 79289 61969
01195 61706 07152 01589 82529 97728
01196 03520 00261 08888 14176 50663
01197 62169 05928 02151 64291 98484
01198 07744 61436 17891 41519 15179
01199 76537 84828 26870 18750 03026
01200 48676 08433 20465 85254 70555
01201 88241 02546 54806 04043 73727
01202 71834 76901 47206 64234 43437
01203 42555 14129 17850 30324 71263
01204 41807 65251 87802 92553 47740
01205 01104 85399 69605 49926 50809
01206 39106 91337 61484 18348 84596
01207 36562 15266 10332 23941 74670
01208 64368 34050 47499 43339 80228
01209 56103 13083 03848 45712 94767
01210 38985 62939 37641 91440 70365
01211 07544 62206 11864 99127 24964
01212 37998 75806 53785 02037 53189
01213 97261 80144 04667 79305 01403
01214 01580 70926 62132 29273 64971
01215 86539 52866 56753 85721 15133
01216 60611 44572 22800 85118 37578
01217 99219 54306 34136 92302 29313
01218 97511 43702 40483 02273 57629
01219 03991 17944 99248 48091 50710
01220 02444 07848 28665 98579 40652
01221 55391 41041 49734 27802 03520
01222 13541 99259 77628 17818 28253
01223 72022 92010 81864 49448 34925
01224 54217 93982 72327 93570 95828
01225 74859 71267 80783 13428 61807
01226 50497 17574 73737 30296 28047
01227 73769 08932 55891 45981 41724
01228 85265 82995 10882 23005 52232
01229 42218 58619 13947 95184 22013
01230 15533 19634 36392 26842 59164
01231 16866 94381 22537 13596 07100
01232 31743 65195 90277 12571 60458
01233 84860 44820 67441 09352 15327
01234 90681 60320 54215 96795 90664
01235 11120 18761 85312 56710 15021
01236 22394 01285 66860 84694 35937
01237 40815 85364 81912 52800 49207
01238 24042 17217 09139 83123 11805
01239 40432 77015 83562 95136 56274
01240 61024 88277 06488 86503 77651
01241 75678 80687 24988 61657 09484
01242 66657 70674 57700 02071 44332
01243 52555 57365 57083 15032 00190
01244 82992 09654 54987 37419 75660
01245 86195 33492 31294 02639 04930
01246 98201 47003 71161 82948 59399
01247 31199 95507 04553 81196 71128
01248 93677 35249 95818 20117 74799
01249 78863 63932 86405 80781 08186
